Treat_Mediator_Y	ACME.p	prop.mediated
MetaB.MEivory_HostT.MEgreen2_NEU	2.00E-16	1.004
MetaB.MEivory_HostT.MEgreen4_NEU	2.00E-16	0.864
MetaB.MEivory_HostT.MEgreenyellow.1_NEU	0.41	0.0792
MetaB.MEivory_HostT.MEgreenyellow_NEU	2.00E-16	0.519
MetaB.MEivory_HostT.MEhoneydew1_NEU	0.002	0.411
MetaB.MEivory_HostT.MEhoneydew2_NEU	2.00E-16	0.806
MetaB.MEivory_HostT.MEhoneydew3_NEU	2.00E-16	0.512
MetaB.MEivory_HostT.MEhotpink1_NEU	0.014	0.376
MetaB.MEivory_HostT.MEhotpink2_NEU	2.00E-16	0.9
MetaB.MEivory_HostT.MElavender_NEU	0.082	0.2164
MetaB.MEivory_HostT.MElavenderblush2_NEU	0.008	0.322
MetaB.MEivory_HostT.MElemonchiffon1_NEU	2.00E-16	0.494
MetaB.MEivory_HostT.MElightcyan4_NEU	2.00E-16	0.42
MetaB.MEivory_HostT.MElightgoldenrod2_NEU	0.69	0.017
MetaB.MEivory_HostT.MElightgoldenrod3_NEU	0.072	0.184
MetaB.MEivory_HostT.MElightpink_NEU	2.00E-16	0.69
MetaB.MEivory_HostT.MElightpink1_NEU	0.11	0.283
MetaB.MEivory_HostT.MElightpink3_NEU	0.002	0.2617
MetaB.MEivory_HostT.MElightskyblue2_NEU	2.00E-16	0.718
MetaB.MEivory_HostT.MElightsteelblue1_NEU	2.00E-16	1.007
MetaB.MEivory_HostT.MElightyellow.1_NEU	2.00E-16	0.63
MetaB.MEivory_HostT.MElightyellow_NEU	2.00E-16	0.694
MetaB.MEivory_HostT.MElightyellow3_NEU	2.00E-16	0.647
MetaB.MEivory_HostT.MEmagenta_NEU	2.00E-16	0.84
MetaB.MEivory_HostT.MEmagenta4_NEU	2.00E-16	1.044
MetaB.MEivory_HostT.MEmaroon2_NEU	2.00E-16	1.003
MetaB.MEivory_HostT.MEmaroon3_NEU	2.00E-16	0.429
MetaB.MEivory_HostT.MEmoccasin_NEU	2.00E-16	1.191
MetaB.MEivory_HostT.MEnavajowhite1_NEU	2.00E-16	0.881
MetaB.MEivory_HostT.MEnavajowhite4_NEU	2.00E-16	0.524
MetaB.MEivory_HostT.MEoldlace_NEU	2.00E-16	0.734
MetaB.MEivory_HostT.MEorange_NEU	0.83	-0.0253
MetaB.MEivory_HostT.MEorange4_NEU	0.004	0.372
MetaB.MEivory_HostT.MEorangered_NEU	0.002	0.524
MetaB.MEivory_HostT.MEorangered4_NEU	0.002	0.469
MetaB.MEivory_HostT.MEorchid4_NEU	0.006	0.402
MetaB.MEivory_HostT.MEpalegreen3_NEU	2.00E-16	0.542
MetaB.MEivory_HostT.MEpaleturquoise_NEU	0.93	0.0057
MetaB.MEivory_HostT.MEpaleturquoise4_NEU	0.018	0.362
MetaB.MEivory_HostT.MEpink1_NEU	0.006	0.2952
MetaB.MEivory_HostT.MEpink3_NEU	0.05	0.27736
MetaB.MEivory_HostT.MEplum4_NEU	0.002	0.2033
MetaB.MEivory_HostT.MEpurple_NEU	2.00E-16	0.515
MetaB.MEivory_HostT.MEpurple2_NEU	2.00E-16	0.786
MetaB.MEivory_HostT.MEred_NEU	0.002	0.449
MetaB.MEivory_HostT.MEred3_NEU	2.00E-16	-0.272
MetaB.MEivory_HostT.MEred4_NEU	2.00E-16	0.797
MetaB.MEivory_HostT.MErosybrown1_NEU	2.00E-16	0.597
MetaB.MEivory_HostT.MEroyalblue4_NEU	0.096	0.1954
MetaB.MEivory_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.078
MetaB.MEivory_HostT.MEsalmon2_NEU	2.00E-16	0.846
MetaB.MEivory_HostT.MEseagreen2_NEU	0.89	-0.0172
MetaB.MEivory_HostT.MEsienna1_NEU	2.00E-16	0.477
MetaB.MEivory_HostT.MEsienna2_NEU	2.00E-16	0.692
MetaB.MEivory_HostT.MEsienna3_NEU	2.00E-16	0.569
MetaB.MEivory_HostT.MEskyblue2_NEU	2.00E-16	0.638
MetaB.MEivory_HostT.MEskyblue3.1_NEU	0.002	0.2755
MetaB.MEivory_HostT.MEslateblue2_NEU	0.004	0.392
MetaB.MEivory_HostT.MEsteelblue1_NEU	0.036	0.3102
MetaB.MEivory_HostT.MEsteelblue4_NEU	2.00E-16	0.316
MetaB.MEivory_HostT.MEtan.1_NEU	2.00E-16	0.34
MetaB.MEivory_HostT.MEtan4_NEU	2.00E-16	0.515
MetaB.MEivory_HostT.MEthistle4_NEU	2.00E-16	0.603
MetaB.MEivory_HostT.MEturquoise_NEU	2.00E-16	0.898
MetaB.MEivory_HostT.MEwhite_NEU	2.00E-16	0.624
MetaB.MEivory_HostT.MEyellow_NEU	2.00E-16	0.695
MetaB.MEivory_HostT.MEyellow2_NEU	2.00E-16	0.615
MetaB.MElavenderblush3_HostT.MEbisque4_NEU	2.00E-16	1.099
MetaB.MElavenderblush3_HostT.MEblue2_NEU	2.00E-16	0.836
MetaB.MElavenderblush3_HostT.MEblueviolet_NEU	2.00E-16	0.808
MetaB.MElavenderblush3_HostT.MEbrown_NEU	2.00E-16	0.524606308
MetaB.MElavenderblush3_HostT.MEbrown3_NEU	2.00E-16	0.672
MetaB.MElavenderblush3_HostT.MEchocolate2_NEU	2.00E-16	0.481
MetaB.MElavenderblush3_HostT.MEchocolate4_NEU	0.002	0.47
MetaB.MElavenderblush3_HostT.MEcoral_NEU	2.00E-16	0.321783907
MetaB.MElavenderblush3_HostT.MEcyan_NEU	2.00E-16	0.392102051
MetaB.MElavenderblush3_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.091
MetaB.MElavenderblush3_HostT.MEdarkgreen_NEU	0.002	0.61
MetaB.MElavenderblush3_HostT.MEdarkgrey.1_NEU	2.00E-16	0.361
MetaB.MElavenderblush3_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.753
MetaB.MElavenderblush3_HostT.MEdarkmagenta_NEU	0.12	0.1616
MetaB.MElavenderblush3_HostT.MEdarkolivegreen4_NEU	0.008	0.299
MetaB.MElavenderblush3_HostT.MEdarkorange2_NEU	2.00E-16	0.687
MetaB.MElavenderblush3_HostT.MEdarkorchid1_NEU	0.01	0.558
MetaB.MElavenderblush3_HostT.MEdarkorchid2_NEU	0.03	0.4141
MetaB.MElavenderblush3_HostT.MEdarksalmon_NEU	0.246	0.182
MetaB.MElavenderblush3_HostT.MEdarkseagreen2_NEU	0.05	0.31128
MetaB.MElavenderblush3_HostT.MEdarkviolet_NEU	2.00E-16	0.876
MetaB.MElavenderblush3_HostT.MEdeeppink_NEU	2.00E-16	0.456
MetaB.MElavenderblush3_HostT.MEdeeppink3_NEU	2.00E-16	0.779
MetaB.MElavenderblush3_HostT.MEdodgerblue1_NEU	0.64	0.0255
MetaB.MElavenderblush3_HostT.MEdodgerblue4_NEU	0.002	0.452
MetaB.MElavenderblush3_HostT.MEfirebrick3_NEU	2.00E-16	0.875
MetaB.MElavenderblush3_HostT.MEfirebrick4_NEU	2.00E-16	0.738
MetaB.MElavenderblush3_HostT.MEfloralwhite_NEU	0.004	0.404
MetaB.MElavenderblush3_HostT.MEgold_NEU	2.00E-16	0.661
MetaB.MElavenderblush3_HostT.MEgold1_NEU	2.00E-16	0.646
MetaB.MElavenderblush3_HostT.MEgreen2_NEU	2.00E-16	0.654240437
MetaB.MElavenderblush3_HostT.MEgreen4_NEU	2.00E-16	0.951
MetaB.MElavenderblush3_HostT.MEgreenyellow.1_NEU	0.916	0.0107
MetaB.MElavenderblush3_HostT.MEgreenyellow_NEU	2.00E-16	0.521
MetaB.MElavenderblush3_HostT.MEhoneydew1_NEU	0.048	0.36194
MetaB.MElavenderblush3_HostT.MEhoneydew2_NEU	2.00E-16	0.485859575
MetaB.MElavenderblush3_HostT.MEhoneydew3_NEU	0.002	0.501
MetaB.MElavenderblush3_HostT.MEhotpink1_NEU	0.112	0.309
MetaB.MElavenderblush3_HostT.MEhotpink2_NEU	2.00E-16	0.975
MetaB.MElavenderblush3_HostT.MElavender_NEU	0.394	0.133
MetaB.MElavenderblush3_HostT.MElavenderblush2_NEU	0.094	0.2619
MetaB.MElavenderblush3_HostT.MElemonchiffon1_NEU	2.00E-16	0.462
MetaB.MElavenderblush3_HostT.MElightcyan4_NEU	0.002	0.468
MetaB.MElavenderblush3_HostT.MElightgoldenrod2_NEU	0.08	0.06408
MetaB.MElavenderblush3_HostT.MElightgoldenrod3_NEU	0.262	0.148
MetaB.MElavenderblush3_HostT.MElightpink_NEU	2.00E-16	0.684
MetaB.MElavenderblush3_HostT.MElightpink1_NEU	0.51	0.136
MetaB.MElavenderblush3_HostT.MElightpink3_NEU	0.024	0.2652
MetaB.MElavenderblush3_HostT.MElightskyblue2_NEU	2.00E-16	0.731
MetaB.MElavenderblush3_HostT.MElightsteelblue1_NEU	2.00E-16	1.03
MetaB.MElavenderblush3_HostT.MElightyellow.1_NEU	2.00E-16	0.619
MetaB.MElavenderblush3_HostT.MElightyellow_NEU	2.00E-16	0.788
MetaB.MElavenderblush3_HostT.MElightyellow3_NEU	2.00E-16	0.753
MetaB.MElavenderblush3_HostT.MEmagenta_NEU	2.00E-16	0.584400648
MetaB.MElavenderblush3_HostT.MEmagenta4_NEU	2.00E-16	1.211
MetaB.MElavenderblush3_HostT.MEmaroon2_NEU	2.00E-16	1.129
MetaB.MElavenderblush3_HostT.MEmaroon3_NEU	0.002	0.44
MetaB.MElavenderblush3_HostT.MEmoccasin_NEU	2.00E-16	1.47
MetaB.MElavenderblush3_HostT.MEnavajowhite1_NEU	2.00E-16	0.919
MetaB.MElavenderblush3_HostT.MEnavajowhite4_NEU	0.004	0.52
MetaB.MElavenderblush3_HostT.MEoldlace_NEU	2.00E-16	0.872
MetaB.MElavenderblush3_HostT.MEorange_NEU	0.22	-0.156
MetaB.MElavenderblush3_HostT.MEorange4_NEU	0.024	0.3335
MetaB.MElavenderblush3_HostT.MEorangered_NEU	0.012	0.51
MetaB.MElavenderblush3_HostT.MEorangered4_NEU	0.016	0.301932186
MetaB.MElavenderblush3_HostT.MEorchid4_NEU	0.05	0.3526
MetaB.MElavenderblush3_HostT.MEpalegreen3_NEU	2.00E-16	0.601
MetaB.MElavenderblush3_HostT.MEpaleturquoise_NEU	0.71	-0.0267
MetaB.MElavenderblush3_HostT.MEpaleturquoise4_NEU	0.144	0.2832
MetaB.MElavenderblush3_HostT.MEpink1_NEU	0.004	0.253140005
MetaB.MElavenderblush3_HostT.MEpink3_NEU	0.23	0.198
MetaB.MElavenderblush3_HostT.MEplum4_NEU	0.016	0.2102
MetaB.MElavenderblush3_HostT.MEpurple_NEU	2.00E-16	0.369619379
MetaB.MElavenderblush3_HostT.MEpurple2_NEU	2.00E-16	0.879
MetaB.MElavenderblush3_HostT.MEred_NEU	0.02	0.4241
MetaB.MElavenderblush3_HostT.MEred3_NEU	2.00E-16	-0.425
MetaB.MElavenderblush3_HostT.MEred4_NEU	2.00E-16	0.863
MetaB.MElavenderblush3_HostT.MErosybrown1_NEU	2.00E-16	0.559
MetaB.MElavenderblush3_HostT.MEroyalblue4_NEU	0.456	0.112
MetaB.MElavenderblush3_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.232
MetaB.MElavenderblush3_HostT.MEsalmon2_NEU	2.00E-16	0.513604149
MetaB.MElavenderblush3_HostT.MEseagreen2_NEU	0.23	-0.158
MetaB.MElavenderblush3_HostT.MEsienna1_NEU	2.00E-16	0.452
MetaB.MElavenderblush3_HostT.MEsienna2_NEU	2.00E-16	0.738
MetaB.MElavenderblush3_HostT.MEsienna3_NEU	2.00E-16	0.42654359
MetaB.MElavenderblush3_HostT.MEskyblue2_NEU	2.00E-16	0.672
MetaB.MElavenderblush3_HostT.MEskyblue3.1_NEU	0.02	0.236732438
MetaB.MElavenderblush3_HostT.MEslateblue2_NEU	0.016	0.3552
MetaB.MElavenderblush3_HostT.MEsteelblue1_NEU	0.32	0.218
MetaB.MElavenderblush3_HostT.MEsteelblue4_NEU	0.004	0.258354071
MetaB.MElavenderblush3_HostT.MEtan.1_NEU	2.00E-16	0.344
MetaB.MElavenderblush3_HostT.MEtan4_NEU	0.002	0.536
MetaB.MElavenderblush3_HostT.MEthistle4_NEU	2.00E-16	0.381099892
MetaB.MElavenderblush3_HostT.MEturquoise_NEU	2.00E-16	0.531303274
MetaB.MElavenderblush3_HostT.MEwhite_NEU	2.00E-16	0.662
MetaB.MElavenderblush3_HostT.MEyellow_NEU	2.00E-16	0.42654359
MetaB.MElavenderblush3_HostT.MEyellow2_NEU	2.00E-16	0.641
MetaB.MElightgreen_HostT.MEbisque4_NEU	2.00E-16	1.631
MetaB.MElightgreen_HostT.MEblue2_NEU	2.00E-16	1.316
MetaB.MElightgreen_HostT.MEblueviolet_NEU	2.00E-16	1.012
MetaB.MElightgreen_HostT.MEbrown_NEU	2.00E-16	1.416
MetaB.MElightgreen_HostT.MEbrown3_NEU	2.00E-16	0.827
MetaB.MElightgreen_HostT.MEchocolate2_NEU	2.00E-16	0.729
MetaB.MElightgreen_HostT.MEchocolate4_NEU	2.00E-16	0.703
MetaB.MElightgreen_HostT.MEcoral_NEU	2.00E-16	0.775
MetaB.MElightgreen_HostT.MEcyan_NEU	2.00E-16	1.05
MetaB.MElightgreen_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.394
MetaB.MElightgreen_HostT.MEdarkgreen_NEU	2.00E-16	1.211
MetaB.MElightgreen_HostT.MEdarkgrey.1_NEU	0.024	0.3783
MetaB.MElightgreen_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.975
MetaB.MElightgreen_HostT.MEdarkmagenta_NEU	0.002	0.338
MetaB.MElightgreen_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.467
MetaB.MElightgreen_HostT.MEdarkorange2_NEU	2.00E-16	1.173
MetaB.MElightgreen_HostT.MEdarkorchid1_NEU	2.00E-16	1.088
MetaB.MElightgreen_HostT.MEdarkorchid2_NEU	0.002	0.987
MetaB.MElightgreen_HostT.MEdarksalmon_NEU	2.00E-16	0.635
MetaB.MElightgreen_HostT.MEdarkseagreen2_NEU	2.00E-16	0.82
MetaB.MElightgreen_HostT.MEdarkviolet_NEU	2.00E-16	1.1
MetaB.MElightgreen_HostT.MEdeeppink_NEU	2.00E-16	0.734
MetaB.MElightgreen_HostT.MEdeeppink3_NEU	2.00E-16	1.295
MetaB.MElightgreen_HostT.MEdodgerblue1_NEU	0.234	-0.146
MetaB.MElightgreen_HostT.MEdodgerblue4_NEU	2.00E-16	0.676
MetaB.MElightgreen_HostT.MEfirebrick3_NEU	2.00E-16	1.496
MetaB.MElightgreen_HostT.MEfirebrick4_NEU	2.00E-16	1.279
MetaB.MElightgreen_HostT.MEfloralwhite_NEU	2.00E-16	0.884
MetaB.MElightgreen_HostT.MEgold_NEU	2.00E-16	0.981
MetaB.MElightgreen_HostT.MEgold1_NEU	0.002	0.805
MetaB.MElightgreen_HostT.MEgreen2_NEU	2.00E-16	1.78
MetaB.MElightgreen_HostT.MEgreen4_NEU	2.00E-16	1.58
MetaB.MElightgreen_HostT.MEgreenyellow.1_NEU	0.058	0.2139
MetaB.MElightgreen_HostT.MEgreenyellow_NEU	2.00E-16	0.957
MetaB.MElightgreen_HostT.MEhoneydew1_NEU	2.00E-16	0.424630171
MetaB.MElightgreen_HostT.MEhoneydew2_NEU	2.00E-16	1.47
MetaB.MElightgreen_HostT.MEhoneydew3_NEU	2.00E-16	0.931
MetaB.MElightgreen_HostT.MEhotpink1_NEU	2.00E-16	0.869
MetaB.MElightgreen_HostT.MEhotpink2_NEU	2.00E-16	1.634
MetaB.MElightgreen_HostT.MElavender_NEU	0.004	0.542
MetaB.MElightgreen_HostT.MElavenderblush2_NEU	0.002	0.664
MetaB.MElightgreen_HostT.MElemonchiffon1_NEU	2.00E-16	0.86
MetaB.MElightgreen_HostT.MElightcyan4_NEU	2.00E-16	0.546
MetaB.MElightgreen_HostT.MElightgoldenrod2_NEU	0.692	0.0342
MetaB.MElightgreen_HostT.MElightgoldenrod3_NEU	0.008	0.4069
MetaB.MElightgreen_HostT.MElightpink_NEU	2.00E-16	1.103
MetaB.MElightgreen_HostT.MElightpink1_NEU	2.00E-16	0.886
MetaB.MElightgreen_HostT.MElightpink3_NEU	0.002	0.44
MetaB.MElightgreen_HostT.MElightskyblue2_NEU	2.00E-16	1.308
MetaB.MElightgreen_HostT.MElightsteelblue1_NEU	2.00E-16	1.6347
MetaB.MElightgreen_HostT.MElightyellow.1_NEU	2.00E-16	1.21
MetaB.MElightgreen_HostT.MElightyellow_NEU	2.00E-16	1.045
MetaB.MElightgreen_HostT.MElightyellow3_NEU	2.00E-16	1.036
MetaB.MElightgreen_HostT.MEmagenta_NEU	2.00E-16	1.503
MetaB.MElightgreen_HostT.MEmagenta4_NEU	2.00E-16	1.566
MetaB.MElightgreen_HostT.MEmaroon2_NEU	2.00E-16	1.659
MetaB.MElightgreen_HostT.MEmaroon3_NEU	2.00E-16	0.714
MetaB.MElightgreen_HostT.MEmoccasin_NEU	2.00E-16	1.66
MetaB.MElightgreen_HostT.MEnavajowhite1_NEU	2.00E-16	1.478
MetaB.MElightgreen_HostT.MEnavajowhite4_NEU	2.00E-16	0.979
MetaB.MElightgreen_HostT.MEoldlace_NEU	2.00E-16	1.061
MetaB.MElightgreen_HostT.MEorange_NEU	2.00E-16	0.766653795
MetaB.MElightgreen_HostT.MEorange4_NEU	2.00E-16	0.818
MetaB.MElightgreen_HostT.MEorangered_NEU	2.00E-16	1.066
MetaB.MElightgreen_HostT.MEorangered4_NEU	2.00E-16	0.867
MetaB.MElightgreen_HostT.MEorchid4_NEU	2.00E-16	0.925
MetaB.MElightgreen_HostT.MEpalegreen3_NEU	2.00E-16	1.038
MetaB.MElightgreen_HostT.MEpaleturquoise_NEU	0.504	0.0767
MetaB.MElightgreen_HostT.MEpaleturquoise4_NEU	2.00E-16	0.734
MetaB.MElightgreen_HostT.MEpink1_NEU	2.00E-16	0.549
MetaB.MElightgreen_HostT.MEpink3_NEU	0.006	0.621
MetaB.MElightgreen_HostT.MEplum4_NEU	0.014	0.3403
MetaB.MElightgreen_HostT.MEpurple_NEU	2.00E-16	1.144
MetaB.MElightgreen_HostT.MEpurple2_NEU	2.00E-16	1.219
MetaB.MElightgreen_HostT.MEred_NEU	0.002	0.471508934
MetaB.MElightgreen_HostT.MEred3_NEU	0.07	-0.359
MetaB.MElightgreen_HostT.MEred4_NEU	2.00E-16	1.112
MetaB.MElightgreen_HostT.MErosybrown1_NEU	2.00E-16	1.293
MetaB.MElightgreen_HostT.MEroyalblue4_NEU	0.002	0.522
MetaB.MElightgreen_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.77
MetaB.MElightgreen_HostT.MEsalmon2_NEU	2.00E-16	1.181
MetaB.MElightgreen_HostT.MEseagreen2_NEU	0.532	0.148
MetaB.MElightgreen_HostT.MEsienna1_NEU	2.00E-16	0.9
MetaB.MElightgreen_HostT.MEsienna2_NEU	2.00E-16	1.137
MetaB.MElightgreen_HostT.MEsienna3_NEU	2.00E-16	0.764
MetaB.MElightgreen_HostT.MEskyblue2_NEU	2.00E-16	1.187
MetaB.MElightgreen_HostT.MEskyblue3.1_NEU	0.002	0.39
MetaB.MElightgreen_HostT.MEslateblue2_NEU	2.00E-16	0.765
MetaB.MElightgreen_HostT.MEsteelblue1_NEU	0.004	0.759
MetaB.MElightgreen_HostT.MEsteelblue4_NEU	2.00E-16	0.562
MetaB.MElightgreen_HostT.MEtan.1_NEU	2.00E-16	0.681
MetaB.MElightgreen_HostT.MEtan4_NEU	2.00E-16	0.853
MetaB.MElightgreen_HostT.MEthistle4_NEU	2.00E-16	0.924
MetaB.MElightgreen_HostT.MEturquoise_NEU	2.00E-16	0.702075908
MetaB.MElightgreen_HostT.MEwhite_NEU	2.00E-16	0.87
MetaB.MElightgreen_HostT.MEyellow_NEU	2.00E-16	0.629844346
MetaB.MElightgreen_HostT.MEyellow2_NEU	2.00E-16	1.023
MetaB.MElightpink2_HostT.MEbisque4_NEU	2.00E-16	1.335
MetaB.MElightpink2_HostT.MEblue2_NEU	2.00E-16	1.158
MetaB.MElightpink2_HostT.MEblueviolet_NEU	2.00E-16	1.028
MetaB.MElightpink2_HostT.MEbrown_NEU	2.00E-16	1.221
MetaB.MElightpink2_HostT.MEbrown3_NEU	2.00E-16	0.805
MetaB.MElightpink2_HostT.MEchocolate2_NEU	2.00E-16	0.581
MetaB.MElightpink2_HostT.MEchocolate4_NEU	2.00E-16	0.631
MetaB.MElightpink2_HostT.MEcoral_NEU	2.00E-16	0.514
MetaB.MElightpink2_HostT.MEcyan_NEU	2.00E-16	1.043
MetaB.MElightpink2_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.394
MetaB.MElightpink2_HostT.MEdarkgreen_NEU	2.00E-16	0.921
MetaB.MElightpink2_HostT.MEdarkgrey.1_NEU	2.00E-16	0.429
MetaB.MElightpink2_HostT.MEdarkmagenta.1_NEU	2.00E-16	1.016
MetaB.MElightpink2_HostT.MEdarkmagenta_NEU	0.006	0.278
MetaB.MElightpink2_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.471
MetaB.MElightpink2_HostT.MEdarkorange2_NEU	2.00E-16	0.983
MetaB.MElightpink2_HostT.MEdarkorchid1_NEU	2.00E-16	0.885
MetaB.MElightpink2_HostT.MEdarkorchid2_NEU	2.00E-16	0.811
MetaB.MElightpink2_HostT.MEdarksalmon_NEU	0.006	0.425
MetaB.MElightpink2_HostT.MEdarkseagreen2_NEU	2.00E-16	0.535
MetaB.MElightpink2_HostT.MEdarkviolet_NEU	2.00E-16	0.9
MetaB.MElightpink2_HostT.MEdeeppink_NEU	2.00E-16	0.537
MetaB.MElightpink2_HostT.MEdeeppink3_NEU	2.00E-16	0.98629
MetaB.MElightpink2_HostT.MEdodgerblue1_NEU	0.55	-0.054
MetaB.MElightpink2_HostT.MEdodgerblue4_NEU	2.00E-16	0.627
MetaB.MElightpink2_HostT.MEfirebrick3_NEU	2.00E-16	1.162
MetaB.MElightpink2_HostT.MEfirebrick4_NEU	2.00E-16	0.939
MetaB.MElightpink2_HostT.MEfloralwhite_NEU	2.00E-16	0.627
MetaB.MElightpink2_HostT.MEgold_NEU	2.00E-16	0.832
MetaB.MElightpink2_HostT.MEgold1_NEU	2.00E-16	0.653
MetaB.MElightpink2_HostT.MEgreen2_NEU	2.00E-16	1.363
MetaB.MElightpink2_HostT.MEgreen4_NEU	2.00E-16	1.18
MetaB.MElightpink2_HostT.MEgreenyellow.1_NEU	0.126	0.152
MetaB.MElightpink2_HostT.MEgreenyellow_NEU	2.00E-16	0.788
MetaB.MElightpink2_HostT.MEhoneydew1_NEU	0.002	0.651
MetaB.MElightpink2_HostT.MEhoneydew2_NEU	2.00E-16	1.07
MetaB.MElightpink2_HostT.MEhoneydew3_NEU	2.00E-16	0.772
MetaB.MElightpink2_HostT.MEhotpink1_NEU	2.00E-16	0.61
MetaB.MElightpink2_HostT.MEhotpink2_NEU	2.00E-16	1.172
MetaB.MElightpink2_HostT.MElavender_NEU	0.012	0.3535
MetaB.MElightpink2_HostT.MElavenderblush2_NEU	2.00E-16	0.465
MetaB.MElightpink2_HostT.MElemonchiffon1_NEU	2.00E-16	0.607
MetaB.MElightpink2_HostT.MElightcyan4_NEU	2.00E-16	0.645
MetaB.MElightpink2_HostT.MElightgoldenrod2_NEU	0.504	0.0382
MetaB.MElightpink2_HostT.MElightgoldenrod3_NEU	0.008	0.2817
MetaB.MElightpink2_HostT.MElightpink_NEU	2.00E-16	0.977
MetaB.MElightpink2_HostT.MElightpink1_NEU	0.014	0.551
MetaB.MElightpink2_HostT.MElightpink3_NEU	2.00E-16	0.336
MetaB.MElightpink2_HostT.MElightskyblue2_NEU	2.00E-16	0.9
MetaB.MElightpink2_HostT.MElightsteelblue1_NEU	2.00E-16	1.34
MetaB.MElightpink2_HostT.MElightyellow.1_NEU	2.00E-16	0.829
MetaB.MElightpink2_HostT.MElightyellow_NEU	2.00E-16	1.067
MetaB.MElightpink2_HostT.MElightyellow3_NEU	2.00E-16	0.978
MetaB.MElightpink2_HostT.MEmagenta_NEU	2.00E-16	1.116
MetaB.MElightpink2_HostT.MEmagenta4_NEU	2.00E-16	1.503
MetaB.MElightpink2_HostT.MEmaroon2_NEU	2.00E-16	1.353
MetaB.MElightpink2_HostT.MEmaroon3_NEU	2.00E-16	0.648
MetaB.MElightpink2_HostT.MEmoccasin_NEU	2.00E-16	1.568
MetaB.MElightpink2_HostT.MEnavajowhite1_NEU	2.00E-16	1.227
MetaB.MElightpink2_HostT.MEnavajowhite4_NEU	2.00E-16	0.742
MetaB.MElightpink2_HostT.MEoldlace_NEU	2.00E-16	1.167
MetaB.MElightpink2_HostT.MEorange_NEU	0.786	0.0321
MetaB.MElightpink2_HostT.MEorange4_NEU	2.00E-16	0.527
MetaB.MElightpink2_HostT.MEorangered_NEU	2.00E-16	0.869
MetaB.MElightpink2_HostT.MEorangered4_NEU	2.00E-16	0.707
MetaB.MElightpink2_HostT.MEorchid4_NEU	2.00E-16	0.632
MetaB.MElightpink2_HostT.MEpalegreen3_NEU	2.00E-16	0.847
MetaB.MElightpink2_HostT.MEpaleturquoise_NEU	0.58	0.0488
MetaB.MElightpink2_HostT.MEpaleturquoise4_NEU	2.00E-16	0.581
MetaB.MElightpink2_HostT.MEpink1_NEU	2.00E-16	0.397
MetaB.MElightpink2_HostT.MEpink3_NEU	0.002	0.426
MetaB.MElightpink2_HostT.MEplum4_NEU	0.002	0.304
MetaB.MElightpink2_HostT.MEpurple_NEU	2.00E-16	0.74
MetaB.MElightpink2_HostT.MEpurple2_NEU	2.00E-16	1.11
MetaB.MElightpink2_HostT.MEred_NEU	2.00E-16	0.676
MetaB.MElightpink2_HostT.MEred3_NEU	0.032	-0.259
MetaB.MElightpink2_HostT.MEred4_NEU	2.00E-16	1.134
MetaB.MElightpink2_HostT.MErosybrown1_NEU	2.00E-16	0.825
MetaB.MElightpink2_HostT.MEroyalblue4_NEU	0.026	0.3319
MetaB.MElightpink2_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.5
MetaB.MElightpink2_HostT.MEsalmon2_NEU	2.00E-16	1.25
MetaB.MElightpink2_HostT.MEseagreen2_NEU	0.676	0.059
MetaB.MElightpink2_HostT.MEsienna1_NEU	2.00E-16	0.644
MetaB.MElightpink2_HostT.MEsienna2_NEU	2.00E-16	1.027
MetaB.MElightpink2_HostT.MEsienna3_NEU	2.00E-16	0.689
MetaB.MElightpink2_HostT.MEskyblue2_NEU	2.00E-16	0.957
MetaB.MElightpink2_HostT.MEskyblue3.1_NEU	0.002	0.414
MetaB.MElightpink2_HostT.MEslateblue2_NEU	2.00E-16	0.547
MetaB.MElightpink2_HostT.MEsteelblue1_NEU	0.01	0.575
MetaB.MElightpink2_HostT.MEsteelblue4_NEU	2.00E-16	0.48
MetaB.MElightpink2_HostT.MEtan.1_NEU	2.00E-16	0.559
MetaB.MElightpink2_HostT.MEtan4_NEU	2.00E-16	0.775
MetaB.MElightpink2_HostT.MEthistle4_NEU	2.00E-16	0.842
MetaB.MElightpink2_HostT.MEturquoise_NEU	2.00E-16	1.217
MetaB.MElightpink2_HostT.MEwhite_NEU	2.00E-16	0.899
MetaB.MElightpink2_HostT.MEyellow_NEU	2.00E-16	0.913
MetaB.MElightpink2_HostT.MEyellow2_NEU	2.00E-16	0.963
MetaB.MElightsteelblue_HostT.MEbisque4_NEU	2.00E-16	1.09
MetaB.MElightsteelblue_HostT.MEblue2_NEU	2.00E-16	0.87
MetaB.MElightsteelblue_HostT.MEblueviolet_NEU	2.00E-16	0.896
MetaB.MElightsteelblue_HostT.MEbrown_NEU	2.00E-16	1.117
